"Excess.mortality","Schools","Face.masks","Lockdown.severity","Majority.COVID.19.variant","Flights.7.day.moving.average","OpenTable.restaurant.bookings.London.index","Google.homeworking.Greater.London.mobility.index","Google.workplace.Greater.London.mobility.index","Apple.walking.London.mobility.index","Google.parks.Greater.London.mobility.index","Google.retail.recreation.Greater.London.mobility.index","Google.grocery.pharmacy.Greater.London.mobility.index","Google.transit.stations.mobility.index","TfL.Tube.mobility.index","TfL.Bus.mobility.index","Citymapper.journeys.mobility.index","Season","PCR.tests","PCR.tests.capacity","Antibody.tests","Antibody.tests.capacity","Pillar.1.NHS.and.UKHSA.capacity","Pillar.2.UK.Government.capacity","Pillar.3.Antibody.capacity","Pillar.4.Surveillance.capacity","Pillar.1.NHS.and.UKHSA.tests","Pillar.2.UK.Government.tests","Pillar.3.Antibody.tests","Pillar.4.Surveillance.tests","Tests.across.all.4.Pillars","New.cases","New.infections","Reinfections","Hospital.admissions","Patients.in.hospital","Patients.in.MVBs","Vaccinations.total","Vaccinations.1st.dose","Vaccinations.2nd.dose","Vaccinations.3rd.dose","First.dose.uptake","Second.dose.uptake","Third.dose.uptake","COVID.19.deaths.on.certificate"
11.19,"Open","Optional","No_or_limited_measures","Delta",3344,72.91,112,49,126.88,153,78,95,55,43.9235280259721,58.5495855636109,65,"Summer",273043,768851,686,122400,202521,566330,120000,2400,94339,650769,686,17610,763404,39709,39218,491,966,7030,942,177684,46401,131283,299108.946001459,83,72.9,-7.95435087754175,120
10.51,"Open","Optional","No_or_limited_measures","Delta",3320,96.82,100,92,120.45,110,72,85,70,66.6314255812522,78.2894747889098,73,"Summer",288837,722911,128,122400,202521,520390,120000,2400,75156,593332,128,11599,680215,28729,28420,309,834,6760,963,156697,40345,116352,299110.833185955,82.9,72.7,-8.20388400316299,128
10.51,"Open","Optional","No_or_limited_measures","Delta",3294,113.4,102,87,166.97,89,66,87,68,55.2291786324761,70.2570039420312,72,"Summer",328489,722611,367,122400,202521,520090,120000,2400,68414,566185,367,4362,639328,28516,28195,321,877,6542,955,267887,73006,194881,299109.28734786,82.9,72.5,-8.45308099723523,116
10.51,"Open","Optional","No_or_limited_measures","Delta",3273,93.3,111,52,149.98,120,70,94,57,46.241521262136,59.5018494987501,67,"Summer",360756,723731,2771,122400,202521,521210,120000,2400,85818,662511,944,17576,766849,32224,31814,410,872,6531,955,228277,60885,167392,299106.338484868,82.7,72.2,-8.70219007169262,126
10.51,"Open","Optional","No_or_limited_measures","Delta",3256,84.08,112,50,136.24,133,74,95,54,46.0307667272126,58.581781617784,66,"Summer",383880,723098,2539,122400,202508,520590,120000,2400,82932,733886,1179,8982,826979,36485,35986,499,950,6519,928,231038,55979,175059,299104.506490977,82.6,71.9,-8.95147213359819,115
10.51,"Open","Optional","No_or_limited_measures","Delta",3228,80.4,112,51,134.54,131,73,94,54,45.0106880110767,58.9512855556277,67,"Summer",380666,723868,2685,122400,202508,521360,120000,2400,100097,689558,1113,16199,806967,38735,38202,533,913,6475,909,216507,47284,169223,299104.834063789,82.5,71.6,-9.20098430435975,111
10.51,"Open","Optional","No_or_limited_measures","Delta",3227,71.88,113,47,126.54,112,72,92,53,43.9051290571569,57.1202359375239,64,"Summer",361445,722768,2061,122400,202508,520260,120000,2400,108560,612164,1300,11210,733234,37909,37342,567,967,6415,925,189699,43824,145875,299106.514544064,82.4,71.3,-9.45058181915821,100
10.51,"Open","Optional","No_or_limited_measures","Delta",3202,68.38,112,47,119.13,131,75,95,54,42.5278603357747,57.7436890131616,63,"Summer",230039,722928,1483,122400,202508,520420,120000,2400,95435,614052,905,9707,720099,36895,36395,500,870,6391,918,174106,35716,138390,299107.966549638,82.4,71,-9.70008463867135,89
12.96,"Open","Optional","No_or_limited_measures","Delta",3189,91.98,99,91,118.97,129,73,87,71,69.1562523513438,79.6362432905251,72,"Summer",276280,720028,30,122400,202508,517520,120000,2400,70617,591502,30,13374,675523,25322,25029,293,807,6054,898,157640,31257,126383,299108.191043369,82.3,70.8,-9.94943315929034,91
12.96,"Open","Optional","No_or_limited_measures","Delta",3175,97.02,100,88,169.12,116,68,89,71,60.660783318935,70.4027681529337,73,"Summer",298736,719968,381,122400,202508,517460,120000,2400,67813,568907,381,12528,649629,25057,24784,273,788,5893,892,246187,46603,199584,299107.346920167,82.3,70.6,-10.1987082349326,103
12.96,"Open","Optional","No_or_limited_measures","Delta",3165,82.91,111,51,144.16,117,69,95,57,45.0532944955129,59.118311004941,67,"Summer",357735,709848,1948,122400,202508,507340,120000,2400,84775,723670,1051,13761,823257,28970,28612,358,790,5996,892,212075,40490,171585,299106.330776938,82.2,70.2,-10.4480315108681,98
12.96,"Open","Optional","No_or_limited_measures","Delta",3142,77.55,112,49,134.83,129,73,95,54,44.5329618122345,60.0549600767689,67,"Summer",358526,710619,1908,122400,202529,508090,120000,2400,85479,715870,1312,13359,816020,31721,31280,441,861,5968,882,236943,44384,192559,299105.929035756,82.1,69.9,-10.6974561698519,106
12.96,"Open","Optional","No_or_limited_measures","Delta",3141,77.76,112,49,136.08,151,75,95,55,44.2533639909931,59.2617225681242,67,"Summer",373335,710603,3204,122400,202513,508090,120000,2400,98062,723848,1338,16407,839655,33347,32932,415,850,6013,871,215329,41568,173761,299106.273246601,82,69.6,-10.9469397604728,88
12.96,"Open","Optional","No_or_limited_measures","Delta",3128,71.34,112,48,132.93,147,76,96,55,43.6418072315667,60.4374956411956,67,"Summer",343945,710103,2550,122400,202513,507590,120000,2400,105857,630698,1336,11336,749227,31515,31064,451,894,6028,874,188654,37511,151143,299106.916252912,82,69.3,-11.1964017491819,85
12.96,"Open","Optional","No_or_limited_measures","Delta",3115,60.89,114,47,112.02,109,72,91,52,40.0028267549606,56.3677229380686,63,"Summer",232181,710193,2247,122400,202513,507680,120000,2400,93404,641439,981,11029,746853,32157,31688,469,760,6026,859,169278,32250,137028,299107.310486377,81.9,69,-11.4457984936386,84
11.64,"Open","Optional","No_or_limited_measures","Delta",3106,84.36,101,90,107.85,94,69,84,66,60.9239019652104,73.0855073102283,67,"Summer",271524,708743,63,122400,202513,506230,120000,2400,71646,606469,63,12763,690941,22885,22607,278,742,5865,856,144913,22843,122070,299107.23377718,81.8,68.8,-11.6951501433688,84
11.64,"Open","Optional","No_or_limited_measures","Delta",3096,94.25,103,86,154.43,79,65,85,65,53.6812536058524,64.8398684341289,68,"Summer",315988,708793,551,122400,202513,506280,120000,2400,66309,573554,551,12989,653403,22566,22268,298,729,5712,854,251573,37990,213583,299106.86587053,81.8,68.6,-11.9445089319846,106
11.64,"Open","Optional","No_or_limited_measures","Delta",3102,82.56,112,51,136.22,98,67,93,55,42.2578730484298,57.6065056245971,65,"Summer",338751,704743,3251,122400,202513,502230,120000,2400,84397,692816,1588,14769,793570,28058,27668,390,782,5761,870,205332,36976,168356,299106.551667552,81.7,68.2,-12.1939087877275,98
11.64,"Open","Optional","No_or_limited_measures","Delta",3111,71.66,113,49,125,110,71,93,53,42.6321550639274,57.5271058200956,66,"Summer",349821,704773,3366,122400,202513,502260,120000,2400,87963,725140,1362,15285,829750,31660,31248,412,812,5763,871,208192,35500,172692,299106.506238005,81.7,67.9,-12.4433419447323,101
11.64,"Open","Optional","No_or_limited_measures","Delta",3098,73.18,112,49,136.27,145,74,95,54,42.681765301688,58.3425398971015,67,"Summer",380503,703893,4569,122400,202513,501380,120000,2400,103911,725117,1720,13062,843810,32337,31890,447,836,5800,881,199003,33334,165669,299106.692071683,81.6,67.6,-12.6927752462031,92
11.64,"Open","Optional","No_or_limited_measures","Delta",3087,63.32,113,48,124.07,132,73,94,53,42.101781058506,56.9342877465456,64,"Summer",322831,703773,2167,122400,202513,501260,120000,2400,105576,604610,1010,11370,722566,30445,30045,400,763,6014,887,172051,29290,142761,299106.912829003,81.5,67.3,-12.9421833296496,80
11.64,"Open","Optional","No_or_limited_measures","Delta",3078,60.42,113,48,115.88,140,76,96,53,40.564117070358,56.8502111032925,63,"Summer",213854,703513,3338,122400,202513,501000,120000,2847,92470,638578,1136,11287,743471,29834,29412,422,788,6223,895,152284,26092,126192,299106.998304066,81.5,67.1,-13.1915675162252,92
11.41,"Open","Optional","No_or_limited_measures","Delta",3047,89.5,101,91,117.05,116,73,87,68,56.0941221535915,70.3141540306504,71,"Summer",236371,699013,429,122400,202513,496500,120000,2400,73705,585661,47,12807,672220,20899,20636,263,739,5990,877,139276,21232,118044,299106.921708644,81.4,66.8,-13.4409483621251,96
11.41,"Open","Optional","No_or_limited_measures","Delta",3011,96.68,102,88,160.81,93,67,89,67,47.3830500989555,65.4249758879743,72,"Summer",322812,699013,844,122400,202513,496500,120000,2400,72451,583317,175,13613,669556,20568,20268,300,676,5966,893,250840,38826,212014,299106.781514479,81.4,66.6,-13.6903442510878,91
11.41,"Open","Optional","No_or_limited_measures","Delta",2966,81.8,113,51,132.28,89,67,93,55,42.6451162284063,55.7924001772796,66,"Summer",367938,699013,1442,122400,202513,496500,120000,2400,85259,738916,986,13878,839039,24744,24398,346,746,6027,889,207820,36724,171096,299106.696699875,81.3,66.3,-13.9397568728682,103
11.41,"Open","Optional","No_or_limited_measures","Delta",2929,78.12,112,51,131.17,143,75,99,54,45.5472226454968,58.8800435144585,65,"Summer",365059,699025,2514,122400,202525,496500,120000,2650,87285,760327,1453,15723,864788,28430,28047,383,840,5994,869,222271,42353,179918,299106.714573713,81.3,66,-14.1891738246589,88
11.41,"Open","Optional","No_or_limited_measures","Delta",2905,66.31,114,50,114.32,99,68,90,51,42.661308960506,55.1690216935912,63,"Summer",396094,695025,2440,122400,202525,492500,120000,2691,97800,790266,1018,14454,903538,30237,29831,406,852,6114,853,215020,43847,171173,299106.795106195,81.2,65.7,-14.4385821210084,84
11.41,"Open","Optional","No_or_limited_measures","Delta",2889,65.24,114,49,114.84,122,71,94,52,41.5728997560836,56.1825857994983,62,"Summer",369375,691025,2890,122400,202525,488500,120000,2400,109091,679970,1710,11183,801954,29574,29149,425,922,6105,848,187052,35402,151650,299106.863084969,81.1,65.4,-14.6879789564182,77
11.41,"Open","Optional","No_or_limited_measures","Delta",2894,56.58,113,49,113.53,153,75,99,53,40.2370099115224,56.6288519931804,62,"Summer",247812,703325,1667,122400,202525,500800,120000,2400,95730,716679,764,10152,823325,29977,29566,411,941,6010,820,178955,30019,148936,299106.872224531,81.1,65.1,-14.9373715712241,79
7.01,"Open","Optional","No_or_limited_measures","Delta",2897,76.91,102,90,98.15,86,65,81,64,56.1589132174591,70.0663765161161,69,"Summer",282044,686025,53,122400,202525,483500,120000,2400,70141,709621,53,12327,792142,22172,21892,280,939,5653,779,142507,24551,117956,299106.831324391,81,64.8,-15.1867689308648,71
7.01,"Open","Optional","No_or_limited_measures","Delta",2882,87.32,103,88,147,96,65,89,65,50.6476422289935,65.8712613009851,67,"Summer",367222,686025,619,122400,202525,483500,120000,2400,75809,664538,619,12403,753369,22849,22565,284,828,5384,755,247691,43805,203886,299106.783371239,81,64.6,-15.4361739794715,69
7.01,"Open","Optional","No_or_limited_measures","Delta",2882,77.7,111,55,135.04,135,70,99,57,43.5780344225352,60.5159812120886,65,"Summer",385946,680025,2330,122400,202525,477500,120000,2400,81371,812806,1038,14808,910023,27764,27424,340,867,5317,715,232315,42974,189341,299106.765197182,80.9,64.3,-15.6855826681551,83
7.01,"Open","Optional","No_or_limited_measures","Delta",2877,69.78,112,54,122.97,153,72,102,55,43.0509456963989,60.0181743882999,66,"Summer",409628,659885,2873,122400,202385,457500,120000,2400,95468,904735,1283,14451,1015937,31274,30908,366,955,5107,699,232333,44036,188297,299106.78223124,80.8,63.9,-15.9349889362573,85
7.01,"Open","Optional","No_or_limited_measures","Delta",2831,63.84,112,55,117.9,148,71,101,54,41.5221495122975,60.289978588926,65,"Summer",412917,659085,3431,122400,202385,456700,120000,2400,99995,917297,1334,15995,1034621,35535,35114,421,930,4936,647,228439,45101,183338,299106.812793737,80.7,63.6,-16.1843901497343,61
7.01,"Open","Optional","No_or_limited_measures","Delta",2788,59.4,112,52,108.4,145,69,99,54,40.1200673930828,59.6013796416555,63,"Summer",404394,646085,2625,122400,202385,443700,120000,2400,103438,772586,1167,10276,887467,39869,39288,581,938,4748,618,200314,39035,161279,299106.831035646,80.7,63.3,-16.4337884383774,68
7.01,"Open","Optional","No_or_limited_measures","Delta",2729,50.56,112,54,106.09,153,74,104,54,40.1536481479941,60.9709931328291,62,"Summer",356566,629385,2443,122400,202385,427000,120000,2400,91887,988703,1007,9205,1090802,47911,47280,631,877,4655,611,179230,35670,143560,299106.826889416,80.6,63,-16.6831878165694,88
4.33,"Open","Yes","Social_distancing","Delta",2652,80.05,100,91,107.34,150,67,93,67,58.843200426833,77.7134488386369,71,"Summer",323051,652385,85,122400,202385,450000,120000,2400,67697,961769,85,12387,1041938,36180,35756,424,799,4351,582,147064,18186,128878,299106.809264233,80.5,62.8,-16.9325904493328,72
4.33,"Open","Yes","Social_distancing","Delta",2588,92.44,101,89,154.21,134,66,96,67,51.7761177551633,72.1425827745643,72,"Summer",402031,652385,401,122400,202385,450000,120000,2400,64017,702174,401,13130,779722,38473,38064,409,710,4235,583,292431,67217,225214,299106.794559327,80.5,62.5,-17.1819953224275,60
4.33,"Open","Yes","Social_distancing","Delta",2519,79.54,110,60,131.43,148,70,103,58,43.6165453239559,65.5522338600639,66,"Summer",426437,646385,3443,122400,202385,444000,120000,2400,75868,880078,1746,15814,973506,55262,54601,661,700,4155,573,271805,69491,202314,299106.792733197,80.4,62.2,-17.4313998308082,55
4.33,"Open","Yes","Social_distancing","Delta",2456,66.14,113,58,115.1,132,70,100,54,42.9249258946537,63.8662388584917,63,"Summer",458737,644403,3356,122400,202403,442000,120000,2400,84135,1080202,1409,16512,1182258,61996,61194,802,775,4042,551,263574,61681,201893,299106.801732621,80.3,61.8,-17.6808022894711,54
4.33,"Open","Yes","Social_distancing","Delta",2411,61.78,113,58,114.49,143,70,99,55,42.3403543377604,64.338083132167,64,"Summer",422251,648460,3178,122400,202403,442000,120000,6457,101559,1082929,1338,20966,1206792,54909,54190,719,755,3861,545,246035,60374,185661,299106.812147657,80.2,61.5,-17.9302030924187,47
4.33,"Open","Yes","Social_distancing","Delta",2369,53.69,113,57,108.77,136,69,100,54,41.0985674183807,64.8213746003751,65,"Summer",407644,608210,3200,122400,202403,403000,120000,5207,108220,811105,1593,13191,934109,47704,47069,635,750,3677,522,217349,59073,158276,299106.816009231,80.1,61.1,-18.1796038941898,50
4.33,"Open","Yes","Social_distancing","Delta",2340,44.36,114,55,96.2,114,66,92,53,39.0917680847969,61.9668063114936,63,"Summer",333425,578715,1798,122400,202403,372000,120000,6712,92019,975653,734,20324,1088730,44505,43947,558,732,3462,482,179656,54296,125360,299106.812223226,80,60.9,-18.4290059554489,43
5.38,"Open","Yes","Social_distancing","Delta",2343,87.88,100,94,139.23,131,75,96,73,77.7311635988043,82.4030548885405,86,"Summer",363071,625047,162,122400,202403,418000,120000,7044,67311,1029667,162,24682,1121822,30502,30183,319,594,3186,454,149620,42000,107620,299106.805561447,79.9,60.6,-18.6784092056147,36
5.38,"Open","Yes","Social_distancing","Delta",2343,95.53,103,89,148.28,101,67,95,65,54.6217071560301,69.3023380748177,69,"Summer",377192,625818,651,122400,202403,418000,120000,7815,68640,652032,651,19123,740446,28373,28055,318,552,3040,448,305209,93763,211446,299106.801639064,79.8,60.5,-18.9278126182902,45
5.38,"Open","Yes","Social_distancing","Delta",2328,80.33,111,61,128.76,130,68,101,57,44.5067562232963,65.2751080723944,65,"Summer",397434,639188,3017,122400,202403,430000,120000,9185,85187,809438,1699,9100,905424,32799,32394,405,559,2943,437,268902,90083,178819,299106.802597093,79.6,60.1,-19.1772152790655,52
5.38,"Open","Yes","Social_distancing","Delta",2307,66.35,113,59,112.12,132,69,99,54,43.8385694573066,64.0836802412212,63,"Summer",415209,614384,3694,122400,202389,404000,120000,10395,92397,993224,1796,27614,1115031,33999,33575,424,608,2772,417,271897,96430,175467,299106.806453886,79.5,59.8,-19.4266171068828,42
5.38,"Open","Yes","Social_distancing","Delta",2285,55.67,112,59,117.7,125,71,100,56,46.5395187889846,65.3123187531384,68,"Summer",430435,633640,2530,122400,202389,422000,120000,11651,104560,1104496,1697,23430,1234183,38593,38085,508,571,2685,417,258430,86953,171477,299106.809634253,79.3,59.5,-19.676018721481,36
5.38,"Open","Yes","Social_distancing","Delta",2247,54.19,114,58,102.88,98,67,94,54,44.5765736064809,63.1338020815075,64,"Summer",402203,629659,2688,122400,202389,422000,120000,7670,107822,843541,1296,16464,969123,36040,35576,464,577,2490,392,238937,85811,153126,299106.80999616,79.1,59.2,-19.9254207691423,35
5.38,"Open","Yes","Social_distancing","Delta",2217,50.43,112,59,101.63,136,72,99,54,42.1088246954116,64.5881907572814,61,"Summer",339659,607512,1854,122400,200483,4e+05,120000,9429,98007,1061812,886,17085,1177790,34897,34394,503,521,2368,369,224776,76962,147814,299106.808016469,79,58.9,-20.174823387627,29
-4.81,"Open","Yes","Social_distancing","Delta",2203,83.57,103,91,99.91,112,70,90,63,56.1393226761883,74.5823751891135,68,"Summer",361003,608659,23,122400,200483,4e+05,120000,10576,77130,1179895,23,20440,1277488,25155,24834,321,470,2181,336,188632,77222,111410,299106.805754714,78.9,58.6,-20.4242262148227,29
-4.81,"Open","Yes","Social_distancing","Delta",2184,92.42,103,90,146.24,99,65,94,65,53.5772589980381,69.8888980442465,73,"Summer",337826,608044,231,122400,200483,4e+05,120000,9961,72667,562258,231,20003,655159,24007,23708,299,396,2061,327,333598,137389,196209,299106.804934814,78.7,58.5,-20.6736288042821,31
-4.81,"Open","Yes","Social_distancing","Delta",2155,81.16,111,62,128.14,137,68,101,58,44.8758949633148,65.7629400090342,66,"Summer",395334,601370,2341,122400,200483,394000,120000,9287,87278,766373,1472,21128,876251,26340,25980,360,391,2017,321,301083,123605,177478,299106.805775826,78.5,58.1,-20.9230310105925,32
-4.81,"Open","Yes","Social_distancing","Delta",2126,69.81,112,60,114.72,145,71,101,55,45.2157789432511,65.538056762461,64,"Summer",414744,605887,1462,122400,200478,399000,120000,8809,92813,1008229,864,20329,1122235,28794,28310,484,373,1940,300,345591,152525,193066,299106.807227717,78.3,57.8,-21.1724330365011,28
-4.81,"Open","Yes","Social_distancing","Delta",2106,64.65,111,59,107.73,125,68,98,53,43.6154581344683,64.5774216936731,61,"Summer",426845,594826,2881,122400,200478,389000,120000,7748,96078,1129008,1238,22438,1248762,28922,28519,403,417,1830,287,316965,141216,175749,299106.808070871,78,57.5,-21.4218351839607,26
-4.81,"Open","Yes","Social_distancing","Delta",2074,55.09,112,57,103.92,103,66,92,52,44.0344652989396,64.2373143808434,63,"Summer",382071,584573,2201,122400,199070,382000,120000,5903,109039,758984,1383,13691,883097,28199,27788,411,368,1751,283,288679,137991,150688,299106.807850281,77.8,57.2,-21.6712375834241,24
-4.81,"Open","Yes","Social_distancing","Delta",2046,47.47,112,58,97.15,124,70,98,53,41.6816415036791,63.3057446163056,62,"Summer",286682,579147,1348,122400,199070,377000,120000,5477,95170,999273,889,17179,1112511,28418,27940,478,310,1748,297,265276,127260,138016,299106.80700646,77.5,56.9,-21.9206401280457,18
-6.68,"Open","Yes","Social_distancing","Delta",2013,84.73,103,91,99.15,107,68,89,62,58.2570164098144,71.8338902357125,67,"Summer",309787,598070,40,122400,199070,399000,120000,2400,72232,1122938,40,14899,1210109,18502,18226,276,267,1610,263,263267,139712,123555,299106.806318731,77.3,56.7,-22.1700426177216,24
-6.68,"Open","Yes","Social_distancing","Delta",1994,105.42,102,90,157.3,125,69,95,68,58.2406232803064,69.8139226075133,73,"Summer",330511,596070,322,122400,199070,397000,120000,2400,70348,523540,322,16714,610924,16300,16058,242,268,1549,256,433946,234441,199505,299106.80624771,77.1,56.4,-22.4194449450523,17
-6.68,"Open","Yes","Social_distancing","Delta",1990,83.28,111,62,127.36,124,69,101,58,45.1965473753927,66.0008594254918,67,"Summer",385892,596070,2845,122400,199070,397000,120000,2400,85497,749398,1359,15617,851871,18169,17866,303,257,1542,257,377267,202497,174770,299106.806683097,76.7,56.1,-22.6688471610845,22
